"","OB1","OB3","OB4","YB1","YB3","YB4"
"ENSMUSG00000002885",10482,9499,14924,15416,12136,11575
"ENSMUSG00000002897",4315,972,2809,1505,921,1335
"ENSMUSG00000002900",615,276,141,237,284,798
"ENSMUSG00000002908",0,0,0,0,0,9
"ENSMUSG00000002910",714,798,1728,837,1383,1161
"ENSMUSG00000002930",0,0,0,0,0,0
"ENSMUSG00000002944",460,192,190,203,125,762
"ENSMUSG00000002948",2738,3031,4723,2571,2272,3715
"ENSMUSG00000002949",1288,1380,1433,1655,1502,1506
"ENSMUSG00000002957",7147,5737,8454,9710,6217,7214
"ENSMUSG00000002963",1524,1658,3331,1813,2000,2242
"ENSMUSG00000002968",4433,4028,6415,3304,5169,4461
"ENSMUSG00000002980",52347,43728,70048,38229,47374,48919
"ENSMUSG00000002981",11990,12204,21223,13897,14434,13169
"ENSMUSG00000002983",2176,1206,3204,1959,1733,1627
"ENSMUSG00000002984",1959,1972,2297,2443,2669,2512
"ENSMUSG00000002985",42339,43069,61201,35725,48375,42017
"ENSMUSG00000002992",0,4,0,0,0,0
"ENSMUSG00000002996",5396,6866,12397,7563,11282,8050
"ENSMUSG00000002997",2187,3822,6289,1779,1844,2908
"ENSMUSG00000003031",271,307,467,409,180,203
"ENSMUSG00000003032",29318,20760,33772,24010,20604,20154
"ENSMUSG00000003033",4211,2800,5285,4657,4281,4464
"ENSMUSG00000003037",6302,4901,7321,5688,6646,5359
"ENSMUSG00000003038",1710,1755,2396,1133,1798,1447
"ENSMUSG00000003039",4833,4956,7500,5663,8524,5875
"ENSMUSG00000003051",0,5,54,0,4,36
"ENSMUSG00000003053",0,0,0,0,0,0
"ENSMUSG00000003062",4764,4081,5623,4396,5357,3935
"ENSMUSG00000003068",3307,2153,4078,2508,3473,2574
"ENSMUSG00000003070",182,147,196,30,103,182
"ENSMUSG00000003072",3731,2877,4254,3656,4702,3896
"ENSMUSG00000003099",3855,3799,4458,3861,4096,3436
"ENSMUSG00000003119",955,819,1093,756,466,1393
"ENSMUSG00000003123",4501,1475,3895,3027,2594,2702
"ENSMUSG00000003131",6862,7823,12715,8945,7712,8431
"ENSMUSG00000003134",1841,1995,3928,1742,2115,2221
"ENSMUSG00000003135",1641,1418,2432,2123,1742,1635
"ENSMUSG00000003153",1,259,2,2,189,209
"ENSMUSG00000003154",2242,2698,4732,2989,2836,3127
"ENSMUSG00000003161",20872,16017,22781,18169,18486,16264
"ENSMUSG00000003166",3815,2698,4408,2744,4031,4134
"ENSMUSG00000003178",121,25,76,129,68,56
"ENSMUSG00000003184",3134,1964,3381,2956,2562,2387
"ENSMUSG00000003190",262,230,371,309,387,357
"ENSMUSG00000003198",1062,647,1314,403,938,874
"ENSMUSG00000003199",3049,2667,3945,2824,3382,3370
"ENSMUSG00000003200",7050,6061,9930,7826,8238,7469
"ENSMUSG00000003206",0,0,19,0,0,0
"ENSMUSG00000003208",501,586,527,587,403,543
"ENSMUSG00000003226",1798,2240,4173,1972,1659,2511
"ENSMUSG00000003227",0,271,362,56,118,117
"ENSMUSG00000003228",222,74,176,159,231,270
"ENSMUSG00000003233",424,388,861,710,514,397
"ENSMUSG00000003234",2891,2496,4147,3456,3229,3144
"ENSMUSG00000003235",4376,4426,5906,4806,4950,4650
"ENSMUSG00000003269",4611,3072,4770,4059,4538,3263
"ENSMUSG00000003271",0,0,0,6,0,4
"ENSMUSG00000003273",39,57,28,25,105,4
"ENSMUSG00000003279",0,13,0,0,0,0
"ENSMUSG00000003282",2,21,285,0,108,114
"ENSMUSG00000003283",0,0,0,106,0,44
"ENSMUSG00000003299",3396,2189,4140,3463,3725,3017
"ENSMUSG00000003308",2871,3003,4124,2484,2883,3160
"ENSMUSG00000003309",7,0,1,0,1,0
"ENSMUSG00000003316",2705,2950,5299,4817,2438,5789
"ENSMUSG00000003341",0,0,0,0,0,0
"ENSMUSG00000003344",3629,3162,5831,2798,4374,3279
"ENSMUSG00000003345",8847,10544,13158,8200,9507,10039
"ENSMUSG00000003346",6271,4928,9481,6565,8916,8505
"ENSMUSG00000003348",359,291,471,462,321,275
"ENSMUSG00000003352",12,43,165,101,24,92
"ENSMUSG00000003354",24,0,0,0,54,0
"ENSMUSG00000003355",18,12,26,17,36,5
"ENSMUSG00000003360",97,48,29,13,97,28
"ENSMUSG00000003363",3984,3736,6390,3579,4368,4017
"ENSMUSG00000003378",78,18,13,21,0,11
"ENSMUSG00000003379",36,49,59,24,62,44
"ENSMUSG00000003380",9126,6585,10082,6919,8073,6801
"ENSMUSG00000003382",772,1321,2399,1972,1840,1766
"ENSMUSG00000003402",1967,1652,2774,3544,1955,2229
"ENSMUSG00000003410",0,0,0,0,0,8
"ENSMUSG00000003411",0,0,0,17,51,4
"ENSMUSG00000003418",8086,8488,8196,4744,5442,5198
"ENSMUSG00000003420",35291,30508,47394,31372,47315,38820
"ENSMUSG00000003421",4444,3890,6460,4644,5490,4498
"ENSMUSG00000003423",1320,966,1351,950,1474,1196
"ENSMUSG00000003429",12719,13639,22134,12810,18932,16699
"ENSMUSG00000003435",7665,7335,12501,7109,8863,8243
"ENSMUSG00000003436",0,0,0,0,0,0
"ENSMUSG00000003437",3683,3162,4436,4533,3738,3625
"ENSMUSG00000003438",2028,1731,2144,2111,2364,1806
"ENSMUSG00000003444",418,181,315,279,337,316
"ENSMUSG00000003452",115,187,276,0,170,238
"ENSMUSG00000003458",8624,9048,15756,7124,10124,10068
"ENSMUSG00000003464",4214,4058,7833,5206,6196,5764
"ENSMUSG00000003469",0,1,21,28,3,0
"ENSMUSG00000003476",0,163,72,0,89,53
"ENSMUSG00000003477",0,32,0,46,39,25
"ENSMUSG00000003484",0,0,40,44,0,0
"ENSMUSG00000003500",14160,14091,22469,11523,20072,16218
"ENSMUSG00000003505",0,0,0,0,0,0
"ENSMUSG00000003518",7180,4904,7373,5813,7563,5146
"ENSMUSG00000003526",833,459,778,138,537,657
"ENSMUSG00000003527",1988,1937,2489,1994,2160,2004
"ENSMUSG00000003528",4299,4068,6954,3562,5306,4739
"ENSMUSG00000003531",1100,775,1434,631,1054,1332
"ENSMUSG00000003534",1454,846,1853,718,348,614
"ENSMUSG00000003541",80708,66800,107342,50970,69822,55747
"ENSMUSG00000003545",41981,35437,73097,23685,35654,35065
"ENSMUSG00000003546",2561,1514,2689,1737,2274,1944
"ENSMUSG00000003549",1958,1044,1764,1812,902,839
"ENSMUSG00000003555",0,0,0,0,0,0
"ENSMUSG00000003559",2325,2305,3149,2330,2953,2003
"ENSMUSG00000003573",543,398,911,528,679,857
"ENSMUSG00000003575",1046,1212,1650,1002,1345,1830
"ENSMUSG00000003581",5060,4298,5679,5586,5351,5737
"ENSMUSG00000003585",71,0,59,51,28,74
"ENSMUSG00000003604",555,203,425,618,783,358
"ENSMUSG00000003617",18556,19627,25443,15446,10106,13421
"ENSMUSG00000003623",2173,3171,3332,2703,3133,2316
"ENSMUSG00000003644",6570,6406,11814,5064,8185,9086
"ENSMUSG00000003657",0,23,0,0,0,0
"ENSMUSG00000003660",5379,5229,10369,4879,4803,4704
"ENSMUSG00000003662",2033,2134,3292,2248,2855,2149
"ENSMUSG00000003665",58,108,6,0,0,1
"ENSMUSG00000003680",1560,1336,1591,1116,1770,1367
"ENSMUSG00000003721",3175,3032,4320,2363,3004,3712
"ENSMUSG00000003731",781,1012,1521,1308,894,974
"ENSMUSG00000003746",2383,2236,4833,2173,1730,2532
"ENSMUSG00000003752",806,920,2002,516,1105,919
"ENSMUSG00000003762",528,526,427,549,518,488
"ENSMUSG00000003778",3760,5076,6984,4746,5060,3785
"ENSMUSG00000003779",51,123,8,75,94,9
"ENSMUSG00000003808",1431,1486,1610,2669,2338,1926
"ENSMUSG00000003809",665,955,1593,548,1269,980
"ENSMUSG00000003810",2087,1160,3276,2490,1724,2910
"ENSMUSG00000003812",580,242,789,366,690,443
"ENSMUSG00000003813",3734,2247,4042,3178,3782,3610
"ENSMUSG00000003814",18956,12105,19983,20463,17110,13808
"ENSMUSG00000003824",106,61,152,65,105,90
"ENSMUSG00000003847",2080,2959,4053,2441,3227,3002
"ENSMUSG00000003848",669,867,1334,1521,1260,702
"ENSMUSG00000003849",117,498,448,556,376,251
"ENSMUSG00000003863",0,0,27,0,0,0
"ENSMUSG00000003865",204,304,432,271,235,302
"ENSMUSG00000003868",2126,1262,1366,2165,1929,1683
"ENSMUSG00000003872",0,11,0,0,1,1
"ENSMUSG00000003873",2941,2440,2583,3195,3928,2880
"ENSMUSG00000003882",0,0,0,0,0,0
"ENSMUSG00000003923",1103,935,1172,868,1078,732
"ENSMUSG00000003929",402,440,932,548,476,265
"ENSMUSG00000003934",25,41,50,43,0,79
"ENSMUSG00000003948",3119,2408,5094,2370,3415,2035
"ENSMUSG00000003949",2167,2520,5073,956,2535,1789
"ENSMUSG00000003955",1246,806,963,844,973,969
"ENSMUSG00000003970",4149,3428,3733,3803,4090,3475
"ENSMUSG00000003974",407,27,47,0,0,85
"ENSMUSG00000003992",872,770,1538,693,934,595
"ENSMUSG00000004018",374,288,334,302,505,427
"ENSMUSG00000004031",0,0,131,0,7,1
"ENSMUSG00000004032",739,486,1132,844,909,731
"ENSMUSG00000004035",2237,2133,3420,2347,3924,3615
"ENSMUSG00000004038",0,0,9,0,0,0
"ENSMUSG00000004040",22119,16197,26881,18594,15578,14289
"ENSMUSG00000004043",702,465,1030,584,298,761
"ENSMUSG00000004044",28379,24621,39229,24363,27171,20753
"ENSMUSG00000004054",11529,10743,20413,13713,18309,14584
"ENSMUSG00000004056",1135,1041,1106,1165,1161,940
"ENSMUSG00000004069",5031,3773,6010,4556,5835,4715
"ENSMUSG00000004070",1145,924,1484,831,1343,1220
"ENSMUSG00000004071",4556,4291,7319,3779,5518,5297
"ENSMUSG00000004085",5324,6413,11530,7600,4623,5975
"ENSMUSG00000004096",4369,3404,4907,4236,4447,3540
"ENSMUSG00000004098",1,38,99,0,1,101
"ENSMUSG00000004099",2603,2444,3295,1903,1606,2296
"ENSMUSG00000004100",998,766,1827,1195,1004,1037
"ENSMUSG00000004105",841,964,1564,425,619,831
"ENSMUSG00000004110",35,0,2,59,124,155
"ENSMUSG00000004113",0,0,0,0,0,0
"ENSMUSG00000004127",249,376,537,175,361,271
"ENSMUSG00000004151",151,34,63,94,77,11
"ENSMUSG00000004187",487,668,733,452,781,1234
"ENSMUSG00000004207",51683,38077,68804,38148,53156,43909
"ENSMUSG00000004221",2092,1781,3386,1002,2315,2031
"ENSMUSG00000004231",0,0,0,0,0,0
"ENSMUSG00000004233",441,258,251,348,220,244
"ENSMUSG00000004263",827,460,736,596,1029,767
"ENSMUSG00000004264",2175,1807,3030,2543,2778,2016
"ENSMUSG00000004266",0,43,37,19,0,18
"ENSMUSG00000004267",0,41,140,71,7,38
"ENSMUSG00000004268",1467,968,1926,2089,1869,1414
"ENSMUSG00000004270",3618,3392,4914,4273,5110,4480
"ENSMUSG00000004285",2225,1539,2204,2125,2321,1942
"ENSMUSG00000004296",0,0,0,0,0,0
"ENSMUSG00000004317",120,32,24,91,55,242
"ENSMUSG00000004319",4028,4607,5496,5019,3406,4914
"ENSMUSG00000004328",140,103,192,150,0,0
"ENSMUSG00000004341",41,41,3,9,0,46
"ENSMUSG00000004344",0,0,0,0,0,0
"ENSMUSG00000004347",0,101,0,51,0,0
"ENSMUSG00000004356",184,219,772,334,204,372
"ENSMUSG00000004359",0,0,0,0,0,0
"ENSMUSG00000004360",0,0,0,0,0,0
"ENSMUSG00000004364",4666,4967,7492,4598,4718,4621
"ENSMUSG00000004366",6,0,13,0,17,3
"ENSMUSG00000004371",0,11,33,0,32,22
"ENSMUSG00000004383",471,185,254,448,268,144
"ENSMUSG00000004393",1537,1250,2414,1734,1808,1342
"ENSMUSG00000004394",7910,6500,9972,6737,8448,6704
"ENSMUSG00000004415",0,0,69,0,0,40
"ENSMUSG00000004446",201,283,349,50,258,104
"ENSMUSG00000004451",9235,8501,13085,9688,9935,9009
"ENSMUSG00000004455",565,709,1080,744,895,772
"ENSMUSG00000004460",5696,4898,6994,6817,5778,6150
"ENSMUSG00000004462",522,766,1011,841,869,984
"ENSMUSG00000004473",0,9,0,0,0,1
"ENSMUSG00000004500",330,144,644,421,160,320
"ENSMUSG00000004508",1289,1087,1559,797,1341,1019
"ENSMUSG00000004530",6125,4371,7948,7897,5679,6555
"ENSMUSG00000004535",14805,14226,20394,15687,14286,15876
"ENSMUSG00000004540",0,0,0,0,0,0
"ENSMUSG00000004542",0,0,0,0,0,0
"ENSMUSG00000004552",0,0,0,0,0,0
"ENSMUSG00000004558",1720,1343,1619,1822,1793,1796
"ENSMUSG00000004561",737,685,775,447,640,547
"ENSMUSG00000004562",1900,1853,2065,2130,1734,2216
"ENSMUSG00000004565",8004,9034,13371,6961,9878,11631
"ENSMUSG00000004567",5743,5208,9221,5753,7637,7407
"ENSMUSG00000004568",1956,2853,5117,2390,2289,2573
"ENSMUSG00000004591",4681,6303,9410,5724,5388,4852
"ENSMUSG00000004609",0,0,0,30,0,0
"ENSMUSG00000004610",3695,3007,4358,2819,4255,3206
"ENSMUSG00000004612",0,0,16,11,0,0
"ENSMUSG00000004613",0,0,0,0,0,0
"ENSMUSG00000004626",325,161,271,302,206,128
"ENSMUSG00000004630",0,0,0,0,0,2
"ENSMUSG00000004631",855,743,975,954,754,1323
"ENSMUSG00000004633",5224,4596,6555,4467,5544,4489
"ENSMUSG00000004637",427,579,996,220,977,367
"ENSMUSG00000004642",3775,3692,6525,4659,4743,4604
"ENSMUSG00000004651",0,0,0,0,0,0
"ENSMUSG00000004654",0,0,0,0,0,0
"ENSMUSG00000004655",889,904,1775,296,473,1279
"ENSMUSG00000004661",548,666,1291,666,893,1013
"ENSMUSG00000004665",8859,6873,10334,8249,8523,7551
"ENSMUSG00000004667",2922,2470,3710,2727,3280,3171
"ENSMUSG00000004668",58,1,1,0,1,14
"ENSMUSG00000004677",1342,1155,2161,1257,910,1198
"ENSMUSG00000004698",1398,577,2528,454,469,570
"ENSMUSG00000004707",0,0,0,0,0,0
"ENSMUSG00000004709",0,0,0,0,0,0
"ENSMUSG00000004730",88,35,97,11,8,0
"ENSMUSG00000004748",132,106,64,94,94,139
"ENSMUSG00000004768",1161,1167,1547,1101,1224,1004
"ENSMUSG00000004771",15448,11565,16515,12923,11928,12014
"ENSMUSG00000004788",2196,1661,2426,2342,1955,1534
"ENSMUSG00000004789",2283,2405,3180,3547,2909,2214
"ENSMUSG00000004791",863,592,636,643,511,457
"ENSMUSG00000004798",2901,3595,7186,3515,3261,4927
"ENSMUSG00000004814",0,7,0,0,0,0
"ENSMUSG00000004815",497,509,1130,698,630,849
"ENSMUSG00000004821",0,0,0,0,0,0
"ENSMUSG00000004837",12714,11597,17903,11881,17575,16006
"ENSMUSG00000004842",0,65,0,10,17,44
"ENSMUSG00000004843",4893,4987,7418,5511,5207,4936
"ENSMUSG00000004846",3190,3041,3931,4815,2754,2970
"ENSMUSG00000004849",1821,1998,2722,2503,3208,2593
"ENSMUSG00000004864",32,0,20,0,26,0
"ENSMUSG00000004865",2305,1590,2952,2713,1793,2147
"ENSMUSG00000004872",0,0,0,0,0,0
"ENSMUSG00000004880",11503,11583,18792,12330,11251,14062
"ENSMUSG00000004885",0,50,0,1,18,0
"ENSMUSG00000004891",7525,7099,10801,8165,7664,7266
"ENSMUSG00000004892",57,97,54,37,11,157
"ENSMUSG00000004894",0,0,0,0,0,0
"ENSMUSG00000004895",638,606,922,636,941,761
"ENSMUSG00000004896",492,595,1248,741,617,483
"ENSMUSG00000004897",7586,6504,10076,7445,8418,6517
"ENSMUSG00000004902",62,12,44,10,107,8
"ENSMUSG00000004929",550,767,1103,406,869,944
"ENSMUSG00000004931",2044,1712,2679,3149,2755,2024
"ENSMUSG00000004933",60,33,82,43,0,0
"ENSMUSG00000004934",2112,1448,2973,2676,2413,2891
"ENSMUSG00000004936",3597,4095,4243,3681,3413,3483
"ENSMUSG00000004937",6644,5021,8521,6093,6160,6128
"ENSMUSG00000004939",0,7,0,1,7,0
"ENSMUSG00000004945",790,667,887,441,1240,1128
"ENSMUSG00000004947",769,624,1137,1245,815,516
"ENSMUSG00000004948",35,0,0,17,0,19
"ENSMUSG00000004951",12318,7710,12671,17318,10726,9441
"ENSMUSG00000004952",123,98,269,209,43,155
"ENSMUSG00000004961",38,28,110,116,90,52
"ENSMUSG00000004980",33329,30309,46483,30675,29812,31447
"ENSMUSG00000004988",96,10,32,32,1,45
"ENSMUSG00000004994",862,733,909,731,873,820
"ENSMUSG00000004996",667,528,889,408,715,586
"ENSMUSG00000005034",9179,7631,14049,9651,8872,8212
"ENSMUSG00000005043",272,329,950,239,597,818
"ENSMUSG00000005045",101,0,0,0,0,2
"ENSMUSG00000005054",1914,1764,2303,1494,1995,1836
"ENSMUSG00000005057",150,31,47,205,180,272
"ENSMUSG00000005069",2039,1495,2237,2481,1950,2482
"ENSMUSG00000005078",2082,1606,2743,1623,1854,1810
"ENSMUSG00000005087",0,0,0,66,0,2
"ENSMUSG00000005089",63,77,285,144,327,57
"ENSMUSG00000005102",1674,1071,1154,1942,1254,1027
"ENSMUSG00000005103",17944,11845,22835,21894,16633,17246
"ENSMUSG00000005107",0,88,189,0,153,151
"ENSMUSG00000005124",158,138,0,37,242,87
"ENSMUSG00000005125",56402,32601,52575,42692,35235,32149
"ENSMUSG00000005131",69,139,186,27,248,88
"ENSMUSG00000005142",2174,3399,5892,3065,3418,3943
"ENSMUSG00000005148",29,77,259,116,93,144
"ENSMUSG00000005150",875,794,695,1194,1129,957
"ENSMUSG00000005161",3426,2877,3288,2683,3961,3271
"ENSMUSG00000005198",4300,5216,9448,3072,4841,4877
"ENSMUSG00000005202",73,0,0,0,28,0
"ENSMUSG00000005204",1571,998,1832,1679,1119,1139
"ENSMUSG00000005220",0,4,1,0,59,2
"ENSMUSG00000005225",622,411,1293,996,637,996
"ENSMUSG00000005232",0,0,40,0,45,22
"ENSMUSG00000005233",222,171,233,184,98,208
"ENSMUSG00000005237",78,89,105,185,19,67
"ENSMUSG00000005251",0,0,0,0,2,0
"ENSMUSG00000005262",5672,3831,6728,4013,4765,5631
"ENSMUSG00000005267",635,867,1174,478,667,1134
"ENSMUSG00000005268",0,0,0,0,0,40
"ENSMUSG00000005299",5656,4963,6919,4863,5527,5412
"ENSMUSG00000005312",9298,8832,14061,13110,10552,8760
"ENSMUSG00000005320",0,0,0,0,22,0
"ENSMUSG00000005338",30,19,23,18,58,2
"ENSMUSG00000005339",0,0,0,0,0,0
"ENSMUSG00000005354",7290,5396,7299,6192,6687,5488
"ENSMUSG00000005355",0,0,0,0,0,0
"ENSMUSG00000005357",0,0,0,0,0,0
"ENSMUSG00000005360",298,587,375,116,404,541
"ENSMUSG00000005362",3253,2479,2473,2231,3190,3038
"ENSMUSG00000005364",0,0,0,0,0,0
"ENSMUSG00000005370",368,629,2346,1091,508,1321
"ENSMUSG00000005371",1484,1402,1715,1050,1382,1271
"ENSMUSG00000005373",0,0,0,0,0,0
"ENSMUSG00000005374",1192,1018,1634,1160,1100,689
"ENSMUSG00000005378",1627,1234,1447,1362,1249,1274
"ENSMUSG00000005397",2889,1297,3771,3441,2943,4185
"ENSMUSG00000005410",673,568,660,95,461,562
"ENSMUSG00000005413",1348,1238,1105,739,1332,1458
"ENSMUSG00000005417",19398,19041,31744,21411,15626,21854
"ENSMUSG00000005442",566,865,1059,574,946,768
"ENSMUSG00000005447",206,165,226,50,228,192
"ENSMUSG00000005465",4,177,238,231,268,350
"ENSMUSG00000005469",3768,3438,6618,3775,4642,3453
"ENSMUSG00000005470",0,46,0,34,89,7
"ENSMUSG00000005474",0,0,0,0,0,0
"ENSMUSG00000005481",1834,2049,2784,2904,3440,3054
"ENSMUSG00000005483",41330,34912,58916,33751,43808,38821
"ENSMUSG00000005493",0,0,0,0,11,0
"ENSMUSG00000005501",837,920,2396,1292,1334,1429
"ENSMUSG00000005503",0,0,0,0,0,0
"ENSMUSG00000005505",268,393,441,463,484,321
"ENSMUSG00000005506",5725,7634,11672,7611,6547,7473
"ENSMUSG00000005510",659,705,771,510,767,725
"ENSMUSG00000005514",9050,10027,15828,7790,11196,10582
"ENSMUSG00000005533",5530,4138,6858,3944,3674,6209
"ENSMUSG00000005534",2624,1474,1862,2660,2087,2661
"ENSMUSG00000005540",0,0,0,0,0,44
"ENSMUSG00000005547",0,0,0,0,0,0
"ENSMUSG00000005553",0,1,4,0,2,146
"ENSMUSG00000005566",2650,2467,4427,2801,3415,2615
"ENSMUSG00000005575",2950,2475,4337,2811,3724,2953
"ENSMUSG00000005580",373,467,503,305,275,583
"ENSMUSG00000005583",3681,4910,9076,2736,6387,6301
"ENSMUSG00000005609",842,2003,2989,2504,1476,2235
"ENSMUSG00000005610",52379,49877,77428,55603,50066,56779
"ENSMUSG00000005611",975,908,1377,912,380,577
"ENSMUSG00000005615",3767,4155,4830,3176,4123,4625
"ENSMUSG00000005621",4327,2697,5287,2661,3503,4176
"ENSMUSG00000005625",5701,4974,7266,5048,6751,5386
"ENSMUSG00000005628",0,11,7,52,0,53
"ENSMUSG00000005640",0,0,0,0,1,0
"ENSMUSG00000005649",0,0,0,0,0,0
"ENSMUSG00000005656",4734,4452,6872,5915,7160,5169
"ENSMUSG00000005667",152,0,0,144,39,126
"ENSMUSG00000005672",6,349,279,201,233,177
"ENSMUSG00000005674",219,210,455,302,357,396
"ENSMUSG00000005677",0,0,0,6,5,0
"ENSMUSG00000005681",0,5,46,2,0,10
"ENSMUSG00000005682",1937,2974,4362,1968,2979,2896
"ENSMUSG00000005683",6156,6950,10297,6760,8014,7944
"ENSMUSG00000005686",1467,1552,2043,603,1193,1132
"ENSMUSG00000005687",3328,2562,3600,3386,3794,3222
"ENSMUSG00000005696",0,14,0,0,0,0
"ENSMUSG00000005698",4819,4403,8464,4599,3972,5707
"ENSMUSG00000005699",199,266,256,174,283,218
"ENSMUSG00000005705",0,1,22,8,0,0
"ENSMUSG00000005716",0,0,19,22,0,0
"ENSMUSG00000005718",78,64,99,67,114,79
"ENSMUSG00000005732",4002,2590,4451,4889,3952,3777
"ENSMUSG00000005763",9,0,52,5,129,37
"ENSMUSG00000005774",299,1064,869,216,400,894
"ENSMUSG00000005779",2774,2211,3329,3096,2765,2456
"ENSMUSG00000005800",0,0,0,0,0,0
"ENSMUSG00000005802",1017,1932,2235,1188,1468,2115
"ENSMUSG00000005803",2661,2262,4076,2055,3018,2627
"ENSMUSG00000005804",2243,2568,3645,2322,2369,2307
"ENSMUSG00000005813",661,1312,1451,1555,1402,1463
"ENSMUSG00000005823",3295,2937,5865,3072,3854,3015
"ENSMUSG00000005824",0,0,0,0,0,0
"ENSMUSG00000005836",317,127,356,0,179,144
"ENSMUSG00000005846",3097,2957,4152,3139,3185,2348
"ENSMUSG00000005864",0,0,0,0,0,0
"ENSMUSG00000005871",1546,2226,2400,2660,1913,2775
"ENSMUSG00000005873",5018,4790,7422,5132,6183,4334
"ENSMUSG00000005881",4108,4575,6021,3736,4402,4314
"ENSMUSG00000005882",1674,1848,2884,1639,1743,1777
"ENSMUSG00000005883",0,0,0,0,0,0
"ENSMUSG00000005886",1210,1395,1578,1618,1572,1827
"ENSMUSG00000005891",0,0,0,0,0,0
"ENSMUSG00000005892",0,0,0,0,0,0
"ENSMUSG00000005893",654,853,1643,598,626,1281
"ENSMUSG00000005897",581,1131,1735,897,1016,1483
"ENSMUSG00000005899",1372,1394,2100,1406,1181,1011
"ENSMUSG00000005907",461,455,462,250,427,460
"ENSMUSG00000005917",0,0,0,0,0,0
"ENSMUSG00000005936",8806,6332,11099,10909,8919,9294
"ENSMUSG00000005947",0,0,0,0,0,8
"ENSMUSG00000005949",1366,930,2243,1109,1171,1979
"ENSMUSG00000005950",0,0,51,5,71,47
"ENSMUSG00000005951",353,614,1284,391,855,561
"ENSMUSG00000005952",0,0,0,0,0,0
"ENSMUSG00000005958",0,0,0,110,56,0
"ENSMUSG00000005968",0,0,0,9,1,35
"ENSMUSG00000005973",1941,1879,3063,1784,1488,1951
"ENSMUSG00000005980",107,0,47,5,98,56
"ENSMUSG00000005981",2110,2328,3929,3242,3461,3615
"ENSMUSG00000005982",2397,2594,3660,2392,2408,3115
"ENSMUSG00000005983",256,132,303,144,178,227
"ENSMUSG00000005986",297,359,383,210,369,464
"ENSMUSG00000005994",0,0,0,0,0,0
"ENSMUSG00000006005",3157,5347,5934,4914,4316,6535
"ENSMUSG00000006007",0,0,0,0,0,0
"ENSMUSG00000006010",2909,3118,4000,2183,3159,2320
"ENSMUSG00000006014",5,82,138,4,21,5
"ENSMUSG00000006019",534,571,1066,246,500,673
"ENSMUSG00000006021",710,753,1110,959,1106,1050
"ENSMUSG00000006024",7876,6382,11430,7324,9054,7715
"ENSMUSG00000006050",3061,3053,4829,3018,3102,2973
"ENSMUSG00000006056",0,0,0,0,0,0
"ENSMUSG00000006057",390,306,529,400,574,468
"ENSMUSG00000006058",819,681,906,783,989,816
"ENSMUSG00000006095",2870,1951,2998,2872,2278,2093
"ENSMUSG00000006127",8184,7988,12620,6712,9188,8986
"ENSMUSG00000006134",2140,2675,4572,2781,3914,4747
"ENSMUSG00000006143",0,0,0,0,0,10
"ENSMUSG00000006154",583,454,1130,175,902,419
"ENSMUSG00000006169",10606,8213,13415,8255,7025,7645
"ENSMUSG00000006179",33,34,118,0,1,1
"ENSMUSG00000006191",828,1294,2339,982,1753,1503
"ENSMUSG00000006200",0,0,0,0,0,0
"ENSMUSG00000006204",0,0,0,0,0,0
"ENSMUSG00000006205",4757,3217,5477,6162,5735,5265
"ENSMUSG00000006215",2041,1353,1669,1524,1644,1804
"ENSMUSG00000006216",0,4,4,0,8,0
"ENSMUSG00000006218",0,0,0,0,0,20
"ENSMUSG00000006219",1260,658,1325,1369,424,576
"ENSMUSG00000006221",62,30,47,126,334,67
"ENSMUSG00000006235",168,160,132,152,118,279
"ENSMUSG00000006241",66,124,25,0,57,116
"ENSMUSG00000006262",1125,1084,1953,1039,897,1023
"ENSMUSG00000006269",0,2,3,0,2,0
"ENSMUSG00000006270",0,0,0,0,0,0
"ENSMUSG00000006273",5065,4085,6783,5124,5363,4456
"ENSMUSG00000006276",2859,1773,3441,2010,1790,2916
"ENSMUSG00000006281",654,109,327,226,0,80
"ENSMUSG00000006288",2234,1952,2569,1843,2211,2003
"ENSMUSG00000006289",1229,1018,1454,1281,1338,1308
"ENSMUSG00000006299",6607,5549,8717,6634,7982,7399
"ENSMUSG00000006301",9370,8101,11386,8986,7914,7478
"ENSMUSG00000006304",21840,14648,22840,20629,18741,14767
"ENSMUSG00000006307",629,671,867,533,478,531
"ENSMUSG00000006310",0,23,86,42,24,0
"ENSMUSG00000006311",0,0,0,0,0,0
"ENSMUSG00000006313",0,12,1,16,0,20
"ENSMUSG00000006315",1693,1179,1756,1668,2270,1537
"ENSMUSG00000006333",2377,1875,1883,1998,2066,1788
"ENSMUSG00000006335",570,772,1106,879,926,839
"ENSMUSG00000006342",514,116,364,135,154,260
"ENSMUSG00000006344",375,171,271,439,189,395
"ENSMUSG00000006345",438,217,126,266,250,174
"ENSMUSG00000006356",44680,30952,52575,40349,40416,34296
"ENSMUSG00000006360",5985,4874,6286,4505,4108,3868
"ENSMUSG00000006362",4630,2593,4051,5431,5369,4392
"ENSMUSG00000006369",1,91,78,74,88,48
"ENSMUSG00000006373",18390,15984,24170,16200,17507,15286
"ENSMUSG00000006378",74,68,104,125,232,43
"ENSMUSG00000006386",38467,55285,78429,38661,51001,62146
"ENSMUSG00000006389",63,46,191,0,0,25
"ENSMUSG00000006390",5412,3975,6503,6365,6049,4039
"ENSMUSG00000006392",1669,909,1501,1441,1590,1654
"ENSMUSG00000006395",142,186,183,101,163,117
