,OH1,OH3,OH4,YH1,YH3,YH4_1,YH4_L2
ENSMUSG00000002769,49,22,0,0,0,36,42
ENSMUSG00000002771,23,57,79,0,100,24,26
ENSMUSG00000002778,3903,3885,3265,2772,3923,4079,4253
ENSMUSG00000002781,200,278,213,94,256,184,152
ENSMUSG00000002791,0,0,0,0,0,3,2
ENSMUSG00000002797,76,477,352,619,785,287,278
ENSMUSG00000002799,15257,14598,12855,13828,13930,12952,13350
ENSMUSG00000002803,387,663,723,315,987,913,891
ENSMUSG00000002804,476,690,530,137,576,590,633
ENSMUSG00000002808,77,64,71,73,1,105,101
ENSMUSG00000002812,7039,7766,9450,8400,9199,9769,9969
ENSMUSG00000002814,384,1380,516,688,1420,584,596
ENSMUSG00000002820,1687,1631,1536,618,1306,1617,1679
ENSMUSG00000002825,361,518,517,726,873,647,628
ENSMUSG00000002831,12,39,91,0,1,24,27
ENSMUSG00000002833,3368,4360,3661,3111,2786,4980,5090
ENSMUSG00000002835,218,340,408,285,359,446,432
ENSMUSG00000002844,3805,3761,3056,2703,4067,3864,3904
ENSMUSG00000002845,1303,1324,1219,936,1312,1397,1394
ENSMUSG00000002846,37,64,71,13,33,136,113
ENSMUSG00000002847,44,55,80,49,106,109,147
ENSMUSG00000002870,662,1450,1612,1629,1438,1253,1281
ENSMUSG00000002871,3688,3959,4310,3142,4312,3352,3343
ENSMUSG00000002881,5674,6832,5960,7865,8152,8459,8890
ENSMUSG00000002885,8209,6597,6238,9147,6796,7217,7498
ENSMUSG00000002897,247,606,888,1178,389,409,462
ENSMUSG00000002900,7620,9726,8494,13538,12439,9014,9258
ENSMUSG00000002908,0,0,12,0,0,0,0
ENSMUSG00000002910,1171,931,985,534,1088,1040,1021
ENSMUSG00000002930,0,0,0,0,0,0,0
ENSMUSG00000002944,354356,330681,345775,291227,237329,360322,374197
ENSMUSG00000002948,1651,2757,2709,2475,2176,3228,3248
ENSMUSG00000002949,1396,1524,1729,1291,1358,1527,1540
ENSMUSG00000002957,4654,5465,4466,7156,5281,5682,5524
ENSMUSG00000002963,1867,2179,1871,1451,1785,2333,2261
ENSMUSG00000002968,5087,5022,4496,3077,3182,5112,5200
ENSMUSG00000002980,51721,55142,53034,37060,51556,62464,63806
ENSMUSG00000002981,11894,13966,11545,11833,11979,12069,12693
ENSMUSG00000002983,2323,2934,3888,3783,3081,2914,3030
ENSMUSG00000002984,2629,2762,2679,2368,2557,2640,2920
ENSMUSG00000002985,17068,21519,20355,13386,17192,15201,15679
ENSMUSG00000002992,0,0,0,0,0,21,16
ENSMUSG00000002996,7144,10529,9917,9714,7110,7840,7714
ENSMUSG00000002997,1,151,160,72,73,26,30
ENSMUSG00000003031,362,162,126,316,212,195,198
ENSMUSG00000003032,23673,18571,15733,18443,17006,14495,14780
ENSMUSG00000003033,5559,6396,5263,4753,4717,5576,5533
ENSMUSG00000003037,6242,6175,4862,6063,6272,6282,6488
ENSMUSG00000003038,1437,1976,1322,1125,1714,1669,1711
ENSMUSG00000003039,5599,6194,6674,5101,6458,6804,6966
ENSMUSG00000003051,63,44,74,3,1,38,39
ENSMUSG00000003053,0,0,0,0,0,0,0
ENSMUSG00000003062,2641,2073,2104,1725,2820,2694,2777
ENSMUSG00000003068,3177,3358,3607,2437,3458,3464,3471
ENSMUSG00000003070,162,115,219,56,15,140,156
ENSMUSG00000003072,4306,4634,3895,2968,4976,5507,5588
ENSMUSG00000003099,4592,3813,3648,4199,3814,4266,4334
ENSMUSG00000003119,1194,1475,1052,921,1380,1003,1051
ENSMUSG00000003123,13638,7864,7875,8634,5769,8109,8379
ENSMUSG00000003131,4644,8139,6312,7479,6128,7303,7579
ENSMUSG00000003134,2002,2312,2594,1997,1735,2082,1990
ENSMUSG00000003135,1227,2204,1711,1478,1145,1413,1467
ENSMUSG00000003153,743,1139,933,526,633,874,840
ENSMUSG00000003154,2521,4336,4263,5454,4576,4525,4711
ENSMUSG00000003161,15427,17913,15776,12316,14464,17771,18520
ENSMUSG00000003166,2509,3645,3594,4792,2691,2866,2959
ENSMUSG00000003178,179,29,103,56,350,138,153
ENSMUSG00000003184,4700,4392,4615,2220,2634,4161,4339
ENSMUSG00000003190,502,761,535,244,555,700,697
ENSMUSG00000003198,776,1035,782,453,964,617,683
ENSMUSG00000003199,2708,2018,2306,1573,1500,2701,2793
ENSMUSG00000003200,5929,4823,4568,5959,5700,5396,5490
ENSMUSG00000003206,1,13,0,0,0,14,14
ENSMUSG00000003208,560,714,554,329,652,764,803
ENSMUSG00000003226,2033,3360,2055,2789,2851,2500,2665
ENSMUSG00000003227,0,0,0,0,0,2,4
ENSMUSG00000003228,635,385,460,666,1033,927,928
ENSMUSG00000003233,497,554,790,833,582,864,897
ENSMUSG00000003234,2643,4048,3570,3507,1927,3786,3972
ENSMUSG00000003235,3271,5092,3996,4118,4374,5068,5309
ENSMUSG00000003269,4628,4032,3937,4223,5025,5306,5282
ENSMUSG00000003271,0,0,0,0,5,0,0
ENSMUSG00000003273,55,111,143,0,173,67,86
ENSMUSG00000003279,42,0,0,0,0,0,0
ENSMUSG00000003282,6,2,5,1,3,0,0
ENSMUSG00000003283,50,0,43,0,91,48,49
ENSMUSG00000003299,3563,3170,3438,3333,4004,4033,4037
ENSMUSG00000003308,3167,3693,4019,2573,3232,4070,3972
ENSMUSG00000003309,0,37,0,0,0,0,2
ENSMUSG00000003316,4484,3919,3696,3754,3731,4073,4168
ENSMUSG00000003341,0,0,0,0,0,0,0
ENSMUSG00000003344,2822,4036,3756,3028,2527,3934,4103
ENSMUSG00000003345,9661,10238,8440,6696,7639,11161,11436
ENSMUSG00000003346,10680,10584,9597,7054,9666,11482,11492
ENSMUSG00000003348,207,451,282,444,292,324,332
ENSMUSG00000003352,565,463,371,159,243,343,308
ENSMUSG00000003354,0,0,0,0,0,0,0
ENSMUSG00000003355,23,0,17,46,30,56,60
ENSMUSG00000003360,120,131,157,70,99,92,64
ENSMUSG00000003363,2685,3871,2352,2240,2216,2155,2163
ENSMUSG00000003378,248,127,61,126,47,170,173
ENSMUSG00000003379,126,494,157,79,205,138,141
ENSMUSG00000003380,8916,8459,7029,4339,6912,8124,8184
ENSMUSG00000003382,1489,1636,2173,2420,1385,2073,1926
ENSMUSG00000003402,2362,2035,1930,2008,1599,2008,2057
ENSMUSG00000003410,1,0,0,0,60,1,1
ENSMUSG00000003411,0,0,0,0,0,29,14
ENSMUSG00000003418,4978,5591,5612,4309,3151,5208,5519
ENSMUSG00000003420,12248,18320,13464,7169,13751,15664,15823
ENSMUSG00000003421,6420,5595,5856,4731,4804,5402,5510
ENSMUSG00000003423,936,1271,670,672,1157,923,1006
ENSMUSG00000003429,2852,4081,2672,1870,3073,3545,3661
ENSMUSG00000003435,7180,8735,9746,8480,6794,11538,11701
ENSMUSG00000003436,0,0,0,0,0,0,0
ENSMUSG00000003437,3798,4168,3287,3723,3637,4309,4597
ENSMUSG00000003438,1667,2158,1751,2457,1811,2582,2587
ENSMUSG00000003444,348,339,355,264,350,342,312
ENSMUSG00000003452,203,298,382,227,180,166,139
ENSMUSG00000003458,10027,14590,10842,9105,10467,12245,12349
ENSMUSG00000003464,3772,6342,4621,3542,5430,5019,5205
ENSMUSG00000003469,11,0,18,0,0,12,15
ENSMUSG00000003476,1,0,372,107,254,394,401
ENSMUSG00000003477,23,0,22,0,0,1,0
ENSMUSG00000003484,0,0,30,69,54,25,23
ENSMUSG00000003500,9083,10894,9790,8662,9978,10237,10573
ENSMUSG00000003505,0,0,0,0,0,0,0
ENSMUSG00000003518,9541,9697,8581,9069,8644,9477,9517
ENSMUSG00000003526,189,70,243,173,193,276,276
ENSMUSG00000003527,2558,2444,2188,1886,1842,1951,1878
ENSMUSG00000003528,884,1564,1431,814,962,1241,1254
ENSMUSG00000003531,582,774,792,359,775,638,712
ENSMUSG00000003534,516,395,439,210,429,730,770
ENSMUSG00000003541,25963,27895,22079,23100,22136,20374,20617
ENSMUSG00000003545,18847,22712,17000,21928,23989,18806,19154
ENSMUSG00000003546,1555,2603,2069,1403,2290,2232,2348
ENSMUSG00000003549,6688,4041,3711,3200,3678,3585,3693
ENSMUSG00000003555,0,0,37,0,0,0,0
ENSMUSG00000003559,2077,1932,1333,1353,1539,2045,2148
ENSMUSG00000003573,932,1202,920,741,1321,1523,1518
ENSMUSG00000003575,435,699,689,745,1069,842,907
ENSMUSG00000003581,4581,4408,4392,3616,4308,4424,4510
ENSMUSG00000003585,5,369,98,66,145,79,70
ENSMUSG00000003604,779,606,513,605,643,558,567
ENSMUSG00000003617,1825,2699,3413,1030,2604,1107,1181
ENSMUSG00000003623,1835,2885,3851,3852,3106,3830,4018
ENSMUSG00000003644,4500,4669,5012,4155,4824,5184,5369
ENSMUSG00000003657,0,0,0,0,0,0,0
ENSMUSG00000003660,3126,4665,4983,6161,4149,6042,6111
ENSMUSG00000003662,2531,2530,2346,2031,2882,3218,3391
ENSMUSG00000003665,17,32,88,1,1,43,44
ENSMUSG00000003680,1437,2053,1343,1227,1756,1932,2077
ENSMUSG00000003721,3668,3695,2720,3213,3579,3368,3475
ENSMUSG00000003731,856,924,1087,1033,935,716,790
ENSMUSG00000003746,3445,3643,2558,3011,3508,3585,3715
ENSMUSG00000003752,816,555,769,371,810,656,646
ENSMUSG00000003762,446,627,418,482,746,608,664
ENSMUSG00000003778,4486,4696,4986,5000,4483,6119,6163
ENSMUSG00000003779,146,285,132,319,498,197,191
ENSMUSG00000003808,2724,2309,2368,3018,2160,2708,2760
ENSMUSG00000003809,1019,1314,1117,945,847,1129,1121
ENSMUSG00000003810,1528,2421,2668,1910,2767,1666,1742
ENSMUSG00000003812,432,401,509,344,348,651,663
ENSMUSG00000003813,3756,4030,4052,3045,3542,4107,4303
ENSMUSG00000003814,16382,15707,14364,23635,14063,15997,16448
ENSMUSG00000003824,65,119,137,45,84,124,145
ENSMUSG00000003847,1440,3445,2361,1751,2706,2969,3155
ENSMUSG00000003848,1868,1101,1304,1612,988,1463,1520
ENSMUSG00000003849,444,784,1032,450,640,747,757
ENSMUSG00000003863,0,0,0,0,0,15,16
ENSMUSG00000003865,576,643,413,527,135,1085,1111
ENSMUSG00000003868,2300,1550,1764,2491,2546,1898,1966
ENSMUSG00000003872,28,0,9,0,0,0,1
ENSMUSG00000003873,4985,4951,3419,4029,4840,4930,4982
ENSMUSG00000003882,0,0,0,0,0,0,0
ENSMUSG00000003923,847,1143,1294,848,1252,1400,1423
ENSMUSG00000003929,247,357,502,292,415,285,340
ENSMUSG00000003934,4,0,0,0,3,23,29
ENSMUSG00000003948,3131,4470,2567,4354,4554,5311,5382
ENSMUSG00000003949,738,2484,2088,350,1245,616,699
ENSMUSG00000003955,831,1120,850,790,864,1158,1251
ENSMUSG00000003970,5374,4877,4220,3256,3713,5007,5222
ENSMUSG00000003974,0,0,0,0,1,0,0
ENSMUSG00000003992,143,253,483,262,454,949,959
ENSMUSG00000004018,149,390,372,277,289,415,412
ENSMUSG00000004031,103,123,0,0,78,673,724
ENSMUSG00000004032,106,214,117,348,199,117,137
ENSMUSG00000004035,159,104,240,0,148,259,230
ENSMUSG00000004038,5,3,2,1,0,9,1
ENSMUSG00000004040,23044,21133,18806,18700,15149,16821,17105
ENSMUSG00000004043,472,1002,483,57,600,411,397
ENSMUSG00000004044,46943,57314,50606,46783,50851,62350,63551
ENSMUSG00000004054,16480,17168,15561,18883,19077,16755,16913
ENSMUSG00000004056,518,833,735,1175,1062,899,957
ENSMUSG00000004069,4131,4065,4415,3202,3514,4192,4315
ENSMUSG00000004070,1963,2265,1685,1865,1570,2071,2172
ENSMUSG00000004071,3019,3552,3309,2482,2214,4001,4106
ENSMUSG00000004085,2950,2830,2820,2733,1619,6903,7061
ENSMUSG00000004096,3866,4205,3374,2988,2845,3925,4000
ENSMUSG00000004098,502,0,402,9,127,72,51
ENSMUSG00000004099,2273,2550,2462,3923,1795,2123,2079
ENSMUSG00000004100,946,1574,1411,814,1012,1191,1284
ENSMUSG00000004105,581,1213,1240,689,2602,1229,1294
ENSMUSG00000004110,0,0,0,0,0,0,0
ENSMUSG00000004113,0,21,26,0,51,16,17
ENSMUSG00000004127,498,125,474,232,347,315,370
ENSMUSG00000004151,114,56,100,85,18,535,538
ENSMUSG00000004187,495,1209,1016,133,566,541,530
ENSMUSG00000004207,72727,84763,73622,61902,68576,70006,71092
ENSMUSG00000004221,1863,2876,2832,2345,2914,2105,2164
ENSMUSG00000004231,0,0,2,0,0,0,0
ENSMUSG00000004233,306,475,345,322,30,459,508
ENSMUSG00000004263,663,405,531,503,590,409,424
ENSMUSG00000004264,2594,2600,2565,2791,2474,2994,3094
ENSMUSG00000004266,0,52,222,80,48,58,73
ENSMUSG00000004267,0,0,41,0,0,126,144
ENSMUSG00000004268,2551,2299,2039,1939,2086,2838,2987
ENSMUSG00000004270,1935,2668,2224,1205,2429,3005,3042
ENSMUSG00000004285,2138,1877,1554,1058,1610,1893,1839
ENSMUSG00000004296,0,0,0,0,0,0,0
ENSMUSG00000004317,1,9,217,31,189,224,219
ENSMUSG00000004319,2319,3550,3772,2153,1863,2329,2307
ENSMUSG00000004328,9,63,38,1,0,126,131
ENSMUSG00000004341,3,26,170,1,0,64,54
ENSMUSG00000004344,0,0,0,0,0,0,0
ENSMUSG00000004347,0,0,0,0,9,39,55
ENSMUSG00000004356,19,638,564,1071,299,617,664
ENSMUSG00000004359,0,0,0,0,0,0,0
ENSMUSG00000004360,0,0,0,0,0,0,0
ENSMUSG00000004364,5059,5155,4678,5625,5542,4846,4841
ENSMUSG00000004366,0,0,0,0,0,0,0
ENSMUSG00000004371,39,25,23,0,15,34,42
ENSMUSG00000004383,818,825,551,409,279,463,529
ENSMUSG00000004393,1361,2414,1855,1764,2019,1908,1917
ENSMUSG00000004394,6184,6646,7373,4723,5829,6626,6842
ENSMUSG00000004415,50,0,1,1,0,0,0
ENSMUSG00000004446,603,686,523,394,371,454,516
ENSMUSG00000004451,10107,12068,11425,10418,11391,11518,11808
ENSMUSG00000004455,906,1405,949,846,908,912,938
ENSMUSG00000004460,5940,5245,5181,7946,6187,6917,6979
ENSMUSG00000004462,639,825,1050,387,947,875,892
ENSMUSG00000004473,0,0,0,80,0,2,2
ENSMUSG00000004500,442,267,351,220,358,387,384
ENSMUSG00000004508,1342,1928,1552,2736,795,2302,2332
ENSMUSG00000004530,7669,11056,10531,13040,12192,14527,15140
ENSMUSG00000004535,11261,11833,10775,10996,13025,13784,14237
ENSMUSG00000004540,0,0,25,0,0,0,0
ENSMUSG00000004542,0,0,0,0,0,0,0
ENSMUSG00000004552,0,0,0,0,0,0,0
ENSMUSG00000004558,1727,2215,2377,2293,2067,6328,6467
ENSMUSG00000004561,875,1383,1194,247,473,788,783
ENSMUSG00000004562,1939,3261,2681,2290,2739,4163,4312
ENSMUSG00000004565,1793,2371,2557,2564,1714,2882,2980
ENSMUSG00000004567,3394,3686,4239,2410,3897,4507,4635
ENSMUSG00000004568,2460,3294,2242,2894,2800,2470,2513
ENSMUSG00000004591,3471,6196,4935,5034,4306,4887,5078
ENSMUSG00000004609,0,52,2,0,0,0,0
ENSMUSG00000004610,3266,2626,2782,1709,2569,3256,3505
ENSMUSG00000004612,0,0,0,0,0,0,0
ENSMUSG00000004613,0,0,0,0,0,0,0
ENSMUSG00000004626,48,237,171,213,15,135,146
ENSMUSG00000004630,0,2,0,0,0,0,0
ENSMUSG00000004631,4060,4596,3932,2964,3504,3432,3356
ENSMUSG00000004633,1014,1434,1051,677,989,1048,1113
ENSMUSG00000004637,298,1071,339,440,773,309,297
ENSMUSG00000004642,5480,8233,6423,5311,5832,5999,6013
ENSMUSG00000004651,0,0,0,0,0,0,0
ENSMUSG00000004654,0,32,0,28,0,0,0
ENSMUSG00000004655,163068,219162,145932,229866,179498,160547,164964
ENSMUSG00000004661,288,23,439,535,86,473,509
ENSMUSG00000004665,11188,9792,9617,10403,10714,12820,13127
ENSMUSG00000004667,4209,3733,3322,2791,2976,3798,3840
ENSMUSG00000004668,0,0,3,0,0,2,3
ENSMUSG00000004677,995,2325,2470,1911,1838,2810,2943
ENSMUSG00000004698,1122,2943,1708,846,1566,2413,2498
ENSMUSG00000004707,0,0,0,0,0,0,0
ENSMUSG00000004709,114,0,0,0,3,0,0
ENSMUSG00000004730,0,2,0,123,7,0,0
ENSMUSG00000004748,1,133,145,242,93,93,84
ENSMUSG00000004768,379,680,845,726,489,1066,1055
ENSMUSG00000004771,14194,11285,10975,12227,10356,13091,13292
ENSMUSG00000004788,1856,1906,1927,2368,2040,2063,2055
ENSMUSG00000004789,2728,3505,2899,2932,4967,3759,4003
ENSMUSG00000004791,2946,2919,1925,3048,3149,2982,2989
ENSMUSG00000004798,3212,4135,3487,2624,4051,4574,4793
ENSMUSG00000004814,0,0,26,0,10,0,0
ENSMUSG00000004815,605,986,775,585,1119,802,828
ENSMUSG00000004821,0,0,0,0,0,0,0
ENSMUSG00000004837,8370,7905,6367,8478,6176,8325,8417
ENSMUSG00000004842,0,2,35,0,5,0,0
ENSMUSG00000004843,3654,5404,4297,5102,4362,6036,6178
ENSMUSG00000004846,5997,4552,5889,6249,5069,4715,5015
ENSMUSG00000004849,3741,3215,2764,3365,3670,3006,3119
ENSMUSG00000004864,1,0,0,0,0,0,0
ENSMUSG00000004865,2024,2264,1993,2916,2353,3024,3156
ENSMUSG00000004872,0,0,0,0,0,0,0
ENSMUSG00000004880,9898,14040,13394,10512,10565,11693,11714
ENSMUSG00000004885,0,29,0,0,0,1,6
ENSMUSG00000004891,5764,5666,6270,7702,6966,10331,10613
ENSMUSG00000004892,2,80,0,0,0,8,13
ENSMUSG00000004894,0,0,1,0,0,25,15
ENSMUSG00000004895,851,871,770,691,742,904,970
ENSMUSG00000004896,1201,544,956,472,397,1186,1225
ENSMUSG00000004897,6065,8512,7350,7120,6994,7740,8057
ENSMUSG00000004902,1,14,1,1,39,18,21
ENSMUSG00000004929,1013,780,586,1047,1076,1512,1623
ENSMUSG00000004931,3048,2154,2959,3372,1901,3322,3349
ENSMUSG00000004933,36,0,55,0,75,0,0
ENSMUSG00000004934,1782,3358,2573,1688,2764,2524,2456
ENSMUSG00000004936,5696,4993,6343,5124,4746,5316,5731
ENSMUSG00000004937,7094,7537,6135,7357,6689,7312,7222
ENSMUSG00000004939,0,0,0,0,0,2,5
ENSMUSG00000004945,722,791,791,458,546,937,943
ENSMUSG00000004947,1174,1043,983,1365,605,1042,1049
ENSMUSG00000004948,0,0,0,0,5,0,0
ENSMUSG00000004951,7934,5937,4793,14547,5910,5370,5619
ENSMUSG00000004952,4542,6341,4247,3845,4194,5466,5581
ENSMUSG00000004961,0,94,28,172,88,8,11
ENSMUSG00000004980,26185,27067,29130,29953,26808,30166,30738
ENSMUSG00000004988,4,25,156,3,10,38,47
ENSMUSG00000004994,1231,935,1169,766,769,857,892
ENSMUSG00000004996,710,1069,651,282,800,1215,1192
ENSMUSG00000005034,4542,5779,6940,7019,4621,6284,6397
ENSMUSG00000005043,402,375,497,330,549,780,745
ENSMUSG00000005045,0,0,0,0,0,0,0
ENSMUSG00000005054,1327,1212,974,966,1233,1530,1590
ENSMUSG00000005057,310,78,129,306,241,69,51
ENSMUSG00000005069,1684,3424,1704,2176,1642,1483,1611
ENSMUSG00000005078,2281,2507,1695,1232,1720,2200,2305
ENSMUSG00000005087,287,959,179,1939,2203,946,955
ENSMUSG00000005089,0,1,8,0,0,0,0
ENSMUSG00000005102,683,816,1406,1087,1451,1257,1346
ENSMUSG00000005103,16149,16132,15413,19890,18231,20254,20710
ENSMUSG00000005107,241,567,318,133,274,242,251
ENSMUSG00000005124,29,0,33,0,14,0,1
ENSMUSG00000005125,19234,19488,16269,14358,13915,14173,14803
ENSMUSG00000005131,46,56,43,0,31,28,27
ENSMUSG00000005142,3721,3833,4098,2768,4371,4478,4650
ENSMUSG00000005148,339,241,313,155,189,109,97
ENSMUSG00000005150,877,853,1247,656,747,833,907
ENSMUSG00000005161,2332,2952,2527,2182,3129,2935,3024
ENSMUSG00000005198,3355,4484,3960,3809,3711,3826,4005
ENSMUSG00000005202,0,0,0,0,0,0,0
ENSMUSG00000005204,1740,1435,1310,672,1294,1515,1575
ENSMUSG00000005220,94,0,237,0,184,0,2
ENSMUSG00000005225,484,1212,799,682,767,926,943
ENSMUSG00000005232,0,0,0,0,3,0,0
ENSMUSG00000005233,140,433,168,262,184,242,258
ENSMUSG00000005237,436,628,52,9,124,160,159
ENSMUSG00000005251,2,0,1,2,0,2,0
ENSMUSG00000005262,4324,4745,4119,2573,3656,5315,5238
ENSMUSG00000005267,847,1111,1112,489,253,1164,1219
ENSMUSG00000005268,0,0,0,0,0,0,0
ENSMUSG00000005299,4622,4752,4895,4116,4157,5982,6333
ENSMUSG00000005312,7875,9070,7334,12030,9316,9154,9449
ENSMUSG00000005320,2,0,73,0,0,0,0
ENSMUSG00000005338,5,3,1,49,1,0,0
ENSMUSG00000005339,0,0,26,0,34,43,39
ENSMUSG00000005354,5481,5781,5708,3677,4688,5530,5513
ENSMUSG00000005355,0,0,0,0,0,0,0
ENSMUSG00000005357,0,0,0,0,0,0,0
ENSMUSG00000005360,0,0,0,0,1,0,0
ENSMUSG00000005362,2498,2816,2339,2333,2644,3021,3348
ENSMUSG00000005364,0,1,0,0,0,37,56
ENSMUSG00000005370,692,917,1069,918,779,484,512
ENSMUSG00000005371,1346,1158,1245,1431,1475,1514,1596
ENSMUSG00000005373,0,0,0,0,0,0,0
ENSMUSG00000005374,1388,816,1332,1193,1500,1726,1774
ENSMUSG00000005378,2407,1316,1490,1835,1465,1830,2003
ENSMUSG00000005397,9989,11740,10251,20184,14458,12458,12975
ENSMUSG00000005410,931,1200,1047,1145,1587,1240,1229
ENSMUSG00000005413,1259,1654,1431,1710,1363,999,1086
ENSMUSG00000005417,18148,23536,24394,20752,19851,29004,29731
ENSMUSG00000005442,1357,1144,1383,505,1031,911,892
ENSMUSG00000005447,210,165,212,180,198,201,201
ENSMUSG00000005465,797,1417,1140,1014,907,1235,1309
ENSMUSG00000005469,2999,4403,3693,3271,3842,4214,4202
ENSMUSG00000005470,295,107,55,123,126,44,57
ENSMUSG00000005474,0,0,0,0,0,0,0
ENSMUSG00000005481,3789,3488,3268,3012,3653,3655,3826
ENSMUSG00000005483,27713,34594,24696,28457,26693,24602,25196
ENSMUSG00000005493,0,0,2,0,0,0,0
ENSMUSG00000005501,924,464,1087,1255,1941,1426,1439
ENSMUSG00000005503,0,0,0,0,0,0,0
ENSMUSG00000005505,344,349,526,446,468,458,447
ENSMUSG00000005506,4519,8530,6576,8985,7707,7935,8173
ENSMUSG00000005510,735,694,708,426,783,843,812
ENSMUSG00000005514,5023,6033,4042,3318,5425,5114,4853
ENSMUSG00000005533,468,533,879,201,438,716,697
ENSMUSG00000005534,982,809,521,251,343,593,606
ENSMUSG00000005540,0,62,35,86,107,37,41
ENSMUSG00000005547,0,0,11,0,0,0,0
ENSMUSG00000005553,2,0,5,60,0,3,7
ENSMUSG00000005566,2837,2857,2749,3082,3451,2792,2856
ENSMUSG00000005575,3800,3851,3278,1823,4497,4341,4486
ENSMUSG00000005580,425,303,279,324,266,656,731
ENSMUSG00000005583,5860,10424,9913,5313,10466,11505,11678
ENSMUSG00000005609,1089,1182,2121,2475,899,2250,2353
ENSMUSG00000005610,35073,53224,47598,57538,44276,53688,55479
ENSMUSG00000005611,626,986,1817,2072,2905,5266,5177
ENSMUSG00000005615,2990,3632,3963,4764,2625,2823,2702
ENSMUSG00000005621,3120,2964,2771,4020,3259,3132,3235
ENSMUSG00000005625,5510,5141,5778,5006,5961,7225,7272
ENSMUSG00000005628,0,0,57,34,0,8,5
ENSMUSG00000005640,0,0,2,1,0,0,0
ENSMUSG00000005649,0,0,0,0,0,0,0
ENSMUSG00000005656,4389,4681,4182,5076,5521,4421,4592
ENSMUSG00000005667,140,131,103,421,94,205,221
ENSMUSG00000005672,2213,3983,2841,4764,3830,4488,4571
ENSMUSG00000005674,511,387,364,205,288,493,469
ENSMUSG00000005677,2,0,10,0,7,1,2
ENSMUSG00000005681,0,0,3,0,0,11,5
ENSMUSG00000005682,2976,2944,4171,2929,3145,3178,3217
ENSMUSG00000005683,6672,8983,6756,7073,8895,8164,8301
ENSMUSG00000005686,2591,3326,2589,3053,2617,3435,3471
ENSMUSG00000005687,3088,2547,3984,2773,3144,3586,3683
ENSMUSG00000005696,0,0,0,0,0,0,0
ENSMUSG00000005698,4028,4062,4539,5096,4543,5194,5347
ENSMUSG00000005699,156,372,503,274,284,443,468
ENSMUSG00000005705,26,5,2,0,0,11,14
ENSMUSG00000005716,0,0,16,1,0,3,4
ENSMUSG00000005718,113,98,187,115,65,194,168
ENSMUSG00000005732,5382,4759,3589,4397,4573,5265,5442
ENSMUSG00000005763,291,894,387,179,918,642,655
ENSMUSG00000005774,308,425,369,176,663,387,406
ENSMUSG00000005779,2630,3370,2702,2014,2839,3148,3196
ENSMUSG00000005800,0,0,0,0,0,0,0
ENSMUSG00000005802,878,2232,2427,3308,2291,1848,1829
ENSMUSG00000005803,5199,5865,3886,4110,3276,3713,4007
ENSMUSG00000005804,3107,3482,2817,3645,3014,3406,3451
ENSMUSG00000005813,1523,1678,892,1859,1697,1738,1756
ENSMUSG00000005823,2937,4426,3495,2434,3316,3616,3651
ENSMUSG00000005824,0,0,0,0,0,0,0
ENSMUSG00000005836,1928,1941,2421,1686,1003,1301,1346
ENSMUSG00000005846,3077,4105,4465,4251,3407,4066,4272
ENSMUSG00000005864,0,0,0,0,0,0,0
ENSMUSG00000005871,2360,3291,2178,1765,2739,2946,3091
ENSMUSG00000005873,3903,5100,4880,3433,3983,5355,5651
ENSMUSG00000005881,3913,3942,3718,2396,3785,3905,3993
ENSMUSG00000005882,1987,1555,1967,1464,2234,2221,2221
ENSMUSG00000005883,0,0,0,0,0,0,0
ENSMUSG00000005886,899,1765,1539,736,965,787,784
ENSMUSG00000005891,0,0,0,0,0,0,0
ENSMUSG00000005892,0,0,0,0,0,0,0
ENSMUSG00000005893,801,1553,899,1128,1082,1260,1307
ENSMUSG00000005897,1318,1153,1300,1412,1036,1066,1087
ENSMUSG00000005899,485,1518,828,867,946,1007,1013
ENSMUSG00000005907,331,525,697,285,517,281,287
ENSMUSG00000005917,0,0,0,0,0,0,0
ENSMUSG00000005936,9893,10921,12359,12393,7641,11466,11643
ENSMUSG00000005947,0,0,0,0,30,0,1
ENSMUSG00000005949,1397,902,1385,1111,1148,1512,1450
ENSMUSG00000005950,80,41,104,123,123,100,103
ENSMUSG00000005951,239,1210,331,196,169,449,461
ENSMUSG00000005952,0,100,0,0,133,100,100
ENSMUSG00000005958,0,65,1,114,134,99,123
ENSMUSG00000005968,439,98,215,164,0,102,92
ENSMUSG00000005973,5069,8013,5692,5111,5685,5370,5363
ENSMUSG00000005980,1,76,72,19,146,103,100
ENSMUSG00000005981,3226,3066,2366,3391,2368,2310,2421
