"","OK1","OK1_2","OK3","OK4","YK1","YK3","YK4"
"ENSMUSG00000002617",341,307,539,288,281,215,338
"ENSMUSG00000002625",4573,4215,4378,6075,4122,4456,6016
"ENSMUSG00000002633",7,14,0,0,0,37,51
"ENSMUSG00000002635",794,699,667,994,679,702,856
"ENSMUSG00000002658",2287,2173,2024,2333,2150,1634,2270
"ENSMUSG00000002660",1491,1405,1342,1761,1739,1510,1873
"ENSMUSG00000002661",234,244,411,496,418,518,478
"ENSMUSG00000002664",21,26,32,41,43,10,23
"ENSMUSG00000002668",216,196,177,454,269,413,402
"ENSMUSG00000002679",927,827,1040,1021,749,832,814
"ENSMUSG00000002688",1374,1278,2319,1941,1572,1941,1588
"ENSMUSG00000002699",16,21,0,0,87,104,1
"ENSMUSG00000002718",3926,3833,3006,4166,3695,2460,3213
"ENSMUSG00000002728",1847,1734,1918,1914,2532,1911,2325
"ENSMUSG00000002731",707,745,626,613,1009,716,1078
"ENSMUSG00000002732",936,811,1290,1273,1245,1023,789
"ENSMUSG00000002733",5374,5009,4554,5991,5557,4064,4639
"ENSMUSG00000002741",2196,2036,2906,3009,3054,2705,2461
"ENSMUSG00000002748",3364,3113,2247,1805,3115,2099,2038
"ENSMUSG00000002763",5065,4762,4339,4991,5658,4289,5292
"ENSMUSG00000002767",1099,1038,1480,1676,1204,1716,1982
"ENSMUSG00000002768",1212,1183,1128,1352,1676,1556,1141
"ENSMUSG00000002769",43,35,24,128,39,17,62
"ENSMUSG00000002771",179,191,109,16,95,28,108
"ENSMUSG00000002778",3050,2994,3406,3687,2870,3292,3373
"ENSMUSG00000002781",257,298,262,588,475,374,341
"ENSMUSG00000002791",0,0,1,0,15,0,35
"ENSMUSG00000002797",190,182,114,46,245,335,293
"ENSMUSG00000002799",8519,8222,6227,7707,7757,7885,5006
"ENSMUSG00000002803",1219,1135,1627,1441,1210,1307,1179
"ENSMUSG00000002804",565,536,897,1110,813,942,1079
"ENSMUSG00000002808",45,36,123,286,73,276,110
"ENSMUSG00000002812",11065,10398,8470,8234,8765,7718,8168
"ENSMUSG00000002814",622,600,662,765,565,431,859
"ENSMUSG00000002820",1673,1558,1604,2269,2534,2134,2426
"ENSMUSG00000002825",629,562,610,473,585,445,461
"ENSMUSG00000002831",44,35,11,22,7,12,27
"ENSMUSG00000002833",3647,3439,2758,3660,3157,3193,4636
"ENSMUSG00000002835",0,0,41,443,387,257,94
"ENSMUSG00000002844",3399,3128,3457,3522,3172,3226,2496
"ENSMUSG00000002845",1171,1079,1173,943,1346,1044,1183
"ENSMUSG00000002846",87,74,30,80,62,64,152
"ENSMUSG00000002847",379,350,446,842,1532,1695,1749
"ENSMUSG00000002870",1416,1332,1329,1783,1074,1897,934
"ENSMUSG00000002871",5177,4867,4669,5040,5522,4363,5068
"ENSMUSG00000002881",5134,4897,3766,4290,5488,3576,4304
"ENSMUSG00000002885",9360,8656,11298,8813,8828,8969,6777
"ENSMUSG00000002897",2642,2360,1057,965,723,671,1334
"ENSMUSG00000002900",3656,3368,3897,5171,5958,5654,5994
"ENSMUSG00000002908",14,13,94,18,98,187,79
"ENSMUSG00000002910",3098,2972,2475,2070,2211,1693,1700
"ENSMUSG00000002930",0,0,0,0,0,0,0
"ENSMUSG00000002944",45091,41601,35891,29079,17927,19751,23896
"ENSMUSG00000002948",2515,2415,2442,2604,2469,2396,2953
"ENSMUSG00000002949",1484,1438,1403,1897,2009,1792,2312
"ENSMUSG00000002957",7917,7423,4528,6003,6597,5497,5884
"ENSMUSG00000002963",1905,1801,1881,2317,1902,1684,2017
"ENSMUSG00000002968",5112,4571,4276,4747,4433,4511,3726
"ENSMUSG00000002980",38059,35497,39584,46662,41842,49647,42006
"ENSMUSG00000002981",16916,15545,16733,17021,15389,11650,15238
"ENSMUSG00000002983",4065,3571,2044,2474,2314,2120,2230
"ENSMUSG00000002984",2639,2533,2450,3106,2963,2993,3251
"ENSMUSG00000002985",20648,19297,20984,17901,11710,11840,13261
"ENSMUSG00000002992",0,0,0,0,0,0,0
"ENSMUSG00000002996",8936,8346,10018,10075,10338,7819,8005
"ENSMUSG00000002997",1600,1538,1159,1032,4671,2537,1902
"ENSMUSG00000003031",210,191,149,314,233,162,208
"ENSMUSG00000003032",8419,7759,9108,14331,10283,11588,10756
"ENSMUSG00000003033",5373,4987,5350,3606,4501,3960,5251
"ENSMUSG00000003037",6287,5953,5188,5992,6640,5155,5064
"ENSMUSG00000003038",1162,1172,1534,1899,1274,1605,1974
"ENSMUSG00000003039",4839,4609,5061,6491,5008,4736,5376
"ENSMUSG00000003051",2414,2429,3628,5007,3175,5801,5546
"ENSMUSG00000003053",0,0,0,0,0,0,0
"ENSMUSG00000003062",1643,1514,1453,1749,2422,2307,1979
"ENSMUSG00000003068",2617,2516,3272,3755,3006,2969,4214
"ENSMUSG00000003070",46,41,92,105,0,55,4
"ENSMUSG00000003072",5840,5440,5545,8347,7367,7995,7885
"ENSMUSG00000003099",3331,3122,3898,4828,4586,4495,4071
"ENSMUSG00000003119",1108,1047,902,707,699,833,1205
"ENSMUSG00000003123",3395,3153,1368,1638,2096,1587,1514
"ENSMUSG00000003131",9562,8842,7662,7418,8071,7290,7399
"ENSMUSG00000003134",1947,1751,1540,1340,892,922,722
"ENSMUSG00000003135",1424,1335,1068,1589,1244,1487,1944
"ENSMUSG00000003153",2101,1952,2190,1930,662,959,1422
"ENSMUSG00000003154",5158,4889,3089,3497,3086,2745,3111
"ENSMUSG00000003161",10778,9839,10642,13818,13113,12235,14583
"ENSMUSG00000003166",4287,4097,3845,3020,3822,3352,3980
"ENSMUSG00000003178",98,76,68,114,305,175,208
"ENSMUSG00000003184",3758,3438,3106,3202,3657,2476,3858
"ENSMUSG00000003190",315,281,348,410,211,340,377
"ENSMUSG00000003198",631,621,546,807,827,517,865
"ENSMUSG00000003199",2751,2723,3805,4772,3452,4897,4946
"ENSMUSG00000003200",5840,5378,5497,5794,5722,5413,6459
"ENSMUSG00000003206",3,0,3,16,4,1,0
"ENSMUSG00000003208",806,784,495,506,333,511,460
"ENSMUSG00000003226",2680,2646,2030,2733,2057,2293,1648
"ENSMUSG00000003227",0,0,0,168,6,142,0
"ENSMUSG00000003228",164,183,121,177,300,282,276
"ENSMUSG00000003233",1072,942,976,696,1740,848,1196
"ENSMUSG00000003234",4881,4461,3245,4355,3871,2726,4675
"ENSMUSG00000003235",3854,3663,4228,4099,4823,3426,4081
"ENSMUSG00000003269",4217,4110,4557,4378,4287,4200,4580
"ENSMUSG00000003271",240,205,177,224,315,173,146
"ENSMUSG00000003273",119,112,62,175,223,184,160
"ENSMUSG00000003279",8,14,85,19,0,0,4
"ENSMUSG00000003282",63,56,1,0,36,0,0
"ENSMUSG00000003283",17,19,12,2,0,0,0
"ENSMUSG00000003299",3009,2817,3298,3432,3192,3068,3471
"ENSMUSG00000003308",3725,3481,4241,4975,3257,3064,2965
"ENSMUSG00000003309",761,821,795,1420,1076,1433,1746
"ENSMUSG00000003316",6510,6022,5210,5223,6012,4015,4073
"ENSMUSG00000003341",0,0,0,0,0,0,0
"ENSMUSG00000003344",4233,3894,3707,4371,3607,3567,3216
"ENSMUSG00000003345",7743,7307,8190,7239,6611,6104,7819
"ENSMUSG00000003346",5441,5110,6934,6392,6044,6105,6162
"ENSMUSG00000003348",485,416,370,430,290,348,310
"ENSMUSG00000003352",570,494,554,522,474,499,908
"ENSMUSG00000003354",19,8,15,0,0,0,1
"ENSMUSG00000003355",300,284,283,286,255,324,345
"ENSMUSG00000003360",94,79,45,100,130,32,94
"ENSMUSG00000003363",4981,4643,5791,6679,6066,5956,6155
"ENSMUSG00000003378",263,236,271,190,320,273,627
"ENSMUSG00000003379",54,38,66,90,123,77,60
"ENSMUSG00000003380",7173,6631,8565,8984,6766,7581,7137
"ENSMUSG00000003382",3292,3107,1939,1738,1781,1155,2363
"ENSMUSG00000003402",2698,2451,2433,2859,2941,2398,2791
"ENSMUSG00000003410",0,0,0,0,0,4,16
"ENSMUSG00000003411",10,14,40,56,94,84,36
"ENSMUSG00000003418",6473,5991,6754,6426,6724,4817,3004
"ENSMUSG00000003420",7084,6688,7652,9124,6363,8245,7873
"ENSMUSG00000003421",5263,5058,4657,5481,4153,4678,4358
"ENSMUSG00000003423",890,882,1045,1159,984,1070,826
"ENSMUSG00000003429",1227,1199,1351,1351,1414,1524,1431
"ENSMUSG00000003435",8742,8261,8374,8715,8680,6366,7284
"ENSMUSG00000003436",0,0,0,0,0,0,0
"ENSMUSG00000003437",4378,4039,3187,4390,3583,3314,4791
"ENSMUSG00000003438",1961,1789,1998,2261,2091,1885,2442
"ENSMUSG00000003444",328,296,265,357,305,350,299
"ENSMUSG00000003452",632,576,456,763,427,866,908
"ENSMUSG00000003458",14200,13177,14695,14342,12327,13127,14158
"ENSMUSG00000003464",4461,4275,4707,6530,3960,4845,6075
"ENSMUSG00000003469",19,19,6,5,13,26,33
"ENSMUSG00000003476",0,0,0,0,0,0,52
"ENSMUSG00000003477",419,348,134,548,535,269,328
"ENSMUSG00000003484",13,7,49,83,29,45,3
"ENSMUSG00000003500",6505,5975,6813,6444,6232,6760,6575
"ENSMUSG00000003505",0,0,0,0,0,0,0
"ENSMUSG00000003518",6011,5470,5659,6146,4243,5064,5696
"ENSMUSG00000003526",821,739,728,997,867,648,1482
"ENSMUSG00000003527",1666,1620,1971,2190,1554,1601,1814
"ENSMUSG00000003528",1487,1370,2094,2748,1786,2855,2174
"ENSMUSG00000003531",667,638,823,1060,817,792,1221
"ENSMUSG00000003534",4180,3577,3522,4517,6559,5878,5546
"ENSMUSG00000003541",16194,15185,20467,30219,16537,22803,22474
"ENSMUSG00000003545",12058,11080,16109,34718,15831,27396,22532
"ENSMUSG00000003546",2127,2041,1957,2368,2248,2583,2147
"ENSMUSG00000003549",1912,1789,1382,1553,1331,1483,1679
"ENSMUSG00000003555",0,0,0,45,0,25,43
"ENSMUSG00000003559",2003,1804,2147,2476,2269,2240,2402
"ENSMUSG00000003573",972,934,933,985,645,686,987
"ENSMUSG00000003575",1318,1262,1296,769,1366,1303,764
"ENSMUSG00000003581",4592,4310,5137,5245,5112,5223,5936
"ENSMUSG00000003585",278,253,329,198,140,292,92
"ENSMUSG00000003604",394,332,580,469,731,712,624
"ENSMUSG00000003617",905,873,576,1523,1377,972,1248
"ENSMUSG00000003623",2949,2881,2722,4135,4351,3307,5055
"ENSMUSG00000003644",2560,2251,2086,3965,2863,2159,2856
"ENSMUSG00000003657",0,0,0,0,0,0,0
"ENSMUSG00000003660",8379,7787,5560,5794,6186,5042,4777
"ENSMUSG00000003662",2458,2177,2389,2523,2900,2830,2967
"ENSMUSG00000003665",11,7,20,49,0,0,47
"ENSMUSG00000003680",1669,1614,1631,1881,1986,1637,1829
"ENSMUSG00000003721",3892,3596,3587,4723,3315,3314,3778
"ENSMUSG00000003731",1530,1429,1042,1203,908,1151,1517
"ENSMUSG00000003746",6002,5689,4973,4502,5111,3092,3547
"ENSMUSG00000003752",1308,1213,1334,2084,956,1560,1559
"ENSMUSG00000003762",630,606,503,848,863,474,707
"ENSMUSG00000003778",4579,4252,3935,4842,4879,4430,6177
"ENSMUSG00000003779",7,14,165,83,155,106,198
"ENSMUSG00000003808",2320,2180,1997,2362,2081,1819,2188
"ENSMUSG00000003809",1276,1272,1465,1497,2140,2024,2744
"ENSMUSG00000003810",3569,3319,2292,2159,2076,1526,1455
"ENSMUSG00000003812",551,466,587,582,557,382,743
"ENSMUSG00000003813",3809,3545,3332,3786,3489,3185,3875
"ENSMUSG00000003814",19448,18198,14432,18768,28694,15825,15315
"ENSMUSG00000003824",56,59,112,83,92,95,114
"ENSMUSG00000003847",4773,4544,4166,5754,4559,3745,6344
"ENSMUSG00000003848",1408,1260,1368,1441,1315,1003,1085
"ENSMUSG00000003849",950,908,1469,1194,814,616,670
"ENSMUSG00000003863",0,0,31,108,9,32,33
"ENSMUSG00000003865",1025,1015,661,1129,1169,1234,1926
"ENSMUSG00000003868",1446,1410,1402,1934,1703,1558,1187
"ENSMUSG00000003872",8,8,24,4,6,48,37
"ENSMUSG00000003873",2886,2724,3335,3287,3059,3319,3203
"ENSMUSG00000003882",0,0,0,0,0,0,0
"ENSMUSG00000003923",1229,1085,1055,1592,933,1164,1185
"ENSMUSG00000003929",275,254,246,480,181,346,262
"ENSMUSG00000003934",0,0,3,3,0,0,12
"ENSMUSG00000003948",2804,2583,2129,2539,1797,1952,1613
"ENSMUSG00000003949",970,875,1500,1256,383,444,313
"ENSMUSG00000003955",896,879,912,1055,1660,1361,1073
"ENSMUSG00000003970",2952,2680,3167,4026,3326,3190,2709
"ENSMUSG00000003974",0,0,0,0,0,0,0
"ENSMUSG00000003992",1211,1162,1036,1530,1197,1347,1080
"ENSMUSG00000004018",186,171,346,407,299,232,413
"ENSMUSG00000004031",0,0,0,0,0,63,0
"ENSMUSG00000004032",534,518,355,776,394,476,401
"ENSMUSG00000004035",92,94,102,342,280,363,258
"ENSMUSG00000004038",0,0,2,2,0,5,5
"ENSMUSG00000004040",35543,33306,17033,22314,15534,13422,14882
"ENSMUSG00000004043",1099,1007,921,1789,1067,1178,1188
"ENSMUSG00000004044",10056,9615,8721,8543,8161,10139,8094
"ENSMUSG00000004054",16154,15012,12549,15012,13184,12477,12881
"ENSMUSG00000004056",1030,928,770,928,1034,1152,1186
"ENSMUSG00000004069",5708,5226,4698,6387,7370,5276,5670
"ENSMUSG00000004070",1682,1659,1686,2257,1867,2377,1962
"ENSMUSG00000004071",4776,4422,4697,5118,4641,3844,5910
"ENSMUSG00000004085",1496,1497,1125,1823,2378,1343,2386
"ENSMUSG00000004096",2852,2676,2476,3039,3422,3060,2812
"ENSMUSG00000004098",673,613,400,515,484,87,1
"ENSMUSG00000004099",2863,2745,2882,3405,2565,1651,2839
"ENSMUSG00000004100",1240,1112,660,942,1003,875,1362
"ENSMUSG00000004105",318,301,923,1034,608,809,1214
"ENSMUSG00000004110",8,16,0,1,0,12,0
"ENSMUSG00000004113",0,0,0,0,0,0,0
"ENSMUSG00000004127",410,335,497,559,580,336,533
"ENSMUSG00000004151",214,203,66,61,166,89,171
"ENSMUSG00000004187",906,900,755,1672,427,525,2570
"ENSMUSG00000004207",62728,58199,73380,85547,66995,59842,72770
"ENSMUSG00000004221",2999,2874,2559,2719,2834,1921,3331
"ENSMUSG00000004231",37,31,63,38,61,30,94
"ENSMUSG00000004233",416,416,352,298,1266,305,486
"ENSMUSG00000004263",652,677,621,378,691,555,660
"ENSMUSG00000004264",2955,2715,2204,2761,3621,3392,3401
"ENSMUSG00000004266",321,301,416,175,646,398,352
"ENSMUSG00000004267",136,118,136,61,212,77,164
"ENSMUSG00000004268",1694,1503,1393,1611,1748,1516,1741
"ENSMUSG00000004270",3118,2974,2455,3284,3261,3776,3656
"ENSMUSG00000004285",2407,2234,2751,3577,3831,3713,3298
"ENSMUSG00000004296",0,0,0,0,0,0,0
"ENSMUSG00000004317",950,959,599,260,816,522,622
"ENSMUSG00000004319",4080,3784,4222,6200,5058,5106,5861
"ENSMUSG00000004328",0,2,1,0,134,0,29
"ENSMUSG00000004341",1211,1149,1359,2705,3101,4107,4684
"ENSMUSG00000004344",0,0,0,0,0,0,0
"ENSMUSG00000004347",9,12,151,327,6,119,290
"ENSMUSG00000004356",620,554,399,371,420,332,194
"ENSMUSG00000004359",14,3,0,3,0,0,84
"ENSMUSG00000004360",0,0,0,0,0,0,0
"ENSMUSG00000004364",4854,4700,4606,5268,3804,4943,2938
"ENSMUSG00000004366",0,0,0,0,0,0,0
"ENSMUSG00000004371",0,0,0,3,23,20,7
"ENSMUSG00000004383",419,369,482,261,321,373,256
"ENSMUSG00000004393",2259,2063,2315,2421,1922,1627,2410
"ENSMUSG00000004394",6812,6275,6573,9301,7154,7030,8008
"ENSMUSG00000004415",56,29,78,430,149,734,391
"ENSMUSG00000004446",978,1041,1003,1651,647,976,1260
"ENSMUSG00000004451",11967,11178,10010,10368,8727,7637,7997
"ENSMUSG00000004455",805,730,650,948,948,625,1251
"ENSMUSG00000004460",5219,4902,4565,5716,8064,6178,5604
"ENSMUSG00000004462",730,737,973,888,780,980,1034
"ENSMUSG00000004473",11,16,88,134,143,83,94
"ENSMUSG00000004500",513,502,491,218,416,123,488
"ENSMUSG00000004508",895,849,1160,804,1092,1252,871
"ENSMUSG00000004530",7718,7172,6737,6256,5934,5839,5515
"ENSMUSG00000004535",15213,14352,11482,15334,13235,14159,14306
"ENSMUSG00000004540",0,0,0,0,0,0,0
"ENSMUSG00000004542",0,0,0,0,0,0,0
"ENSMUSG00000004552",0,0,1,11,0,33,30
"ENSMUSG00000004558",3805,3437,3109,6849,6032,6493,8474
"ENSMUSG00000004561",556,497,1292,876,1187,809,1706
"ENSMUSG00000004562",4450,4056,2807,2539,2326,2304,2628
"ENSMUSG00000004565",3505,3468,3664,3317,4583,2902,4277
"ENSMUSG00000004567",3729,3617,2843,4322,3603,3273,3856
"ENSMUSG00000004568",3773,3572,3371,2977,3152,3853,3513
"ENSMUSG00000004591",5715,5377,5227,5477,4119,4475,3702
"ENSMUSG00000004609",28,28,54,0,0,0,0
"ENSMUSG00000004610",3514,3428,3126,5189,4849,5043,4951
"ENSMUSG00000004612",8,10,0,0,0,0,1
"ENSMUSG00000004613",0,0,0,0,0,0,0
"ENSMUSG00000004626",1268,1182,1192,2507,1948,2713,3633
"ENSMUSG00000004630",0,0,0,0,0,0,1
"ENSMUSG00000004631",2640,2511,3671,4097,2125,2016,2255
"ENSMUSG00000004633",2967,2842,3294,2935,3070,3716,3705
"ENSMUSG00000004637",507,458,749,464,513,1012,761
"ENSMUSG00000004642",4559,4168,4808,7372,4519,5448,7136
"ENSMUSG00000004651",0,0,0,0,0,0,0
"ENSMUSG00000004654",2,8,0,3,7,3,21
"ENSMUSG00000004655",63679,59278,81192,154404,193248,125593,132414
"ENSMUSG00000004661",444,425,533,705,457,377,622
"ENSMUSG00000004665",8147,7698,6546,5661,5852,7637,6966
"ENSMUSG00000004667",2498,2387,3453,3023,2663,2778,2774
"ENSMUSG00000004668",877,817,1418,1936,2543,1684,2604
"ENSMUSG00000004677",2875,2814,1478,2178,2099,1789,1504
"ENSMUSG00000004698",51,47,73,242,249,83,75
"ENSMUSG00000004707",26,24,0,0,0,0,0
"ENSMUSG00000004709",0,0,0,65,0,0,0
"ENSMUSG00000004730",42,47,97,72,110,0,82
"ENSMUSG00000004748",311,291,217,544,682,486,479
"ENSMUSG00000004768",995,921,1163,1276,738,839,1172
"ENSMUSG00000004771",12374,11788,8431,9183,11184,8803,8720
"ENSMUSG00000004788",1806,1631,1623,2081,1972,1634,2441
"ENSMUSG00000004789",4594,4299,3885,4826,5714,5043,5133
"ENSMUSG00000004791",469,443,543,552,382,262,331
"ENSMUSG00000004798",3464,3315,2932,3696,3021,2349,2860
"ENSMUSG00000004814",0,0,0,0,0,0,0
"ENSMUSG00000004815",1015,1013,871,1062,1074,498,1302
"ENSMUSG00000004821",0,0,0,0,0,0,0
"ENSMUSG00000004837",5874,5265,6706,5615,5205,5146,4899
"ENSMUSG00000004842",0,0,0,0,0,1,0
"ENSMUSG00000004843",5994,5638,5678,5481,5354,5041,5067
"ENSMUSG00000004846",5498,5075,3573,3639,4519,4103,2700
"ENSMUSG00000004849",2629,2401,3040,3465,2939,3289,3206
"ENSMUSG00000004864",124,106,286,213,316,283,485
"ENSMUSG00000004865",2146,2049,1275,1933,1503,1294,2760
"ENSMUSG00000004872",0,0,0,0,0,0,0
"ENSMUSG00000004880",7564,6918,6238,6985,5976,6248,5582
"ENSMUSG00000004885",22,24,0,17,0,0,0
"ENSMUSG00000004891",3107,2815,2341,1147,1732,2112,1641
"ENSMUSG00000004892",0,0,7,0,0,0,0
"ENSMUSG00000004894",0,0,0,14,0,0,22
"ENSMUSG00000004895",623,567,512,703,725,595,567
"ENSMUSG00000004896",805,828,924,628,903,464,1256
"ENSMUSG00000004897",6493,6080,7295,7000,7833,7646,6307
"ENSMUSG00000004902",0,3,0,0,0,14,25
"ENSMUSG00000004929",971,943,908,1297,1245,571,692
"ENSMUSG00000004931",2524,2403,2029,2706,3820,1786,2564
"ENSMUSG00000004933",14,15,25,91,61,35,23
"ENSMUSG00000004934",2616,2460,2497,2631,2550,2180,3173
"ENSMUSG00000004936",5611,5345,6059,6722,6333,5711,5978
"ENSMUSG00000004937",6562,6314,6537,7815,6719,5298,7507
"ENSMUSG00000004939",0,0,0,1,4,0,1
"ENSMUSG00000004945",595,535,664,943,895,852,829
"ENSMUSG00000004947",1179,1026,892,824,910,956,779
"ENSMUSG00000004948",7,9,0,0,0,0,0
"ENSMUSG00000004951",4279,4028,3824,4318,11723,4771,5016
"ENSMUSG00000004952",1722,1583,2029,2385,1631,1076,1875
"ENSMUSG00000004961",0,0,24,37,0,86,26
"ENSMUSG00000004980",23892,22719,22979,28418,27029,23766,34007
"ENSMUSG00000004988",993,986,1797,2524,2046,3835,2474
"ENSMUSG00000004994",826,725,660,762,618,993,592
"ENSMUSG00000004996",567,518,706,866,350,780,1011
"ENSMUSG00000005034",4409,4121,5319,4510,5758,4139,4238
"ENSMUSG00000005043",810,679,1122,963,974,786,656
"ENSMUSG00000005045",0,1,0,0,0,0,0
"ENSMUSG00000005054",1283,1233,1542,2010,1967,1820,1532
"ENSMUSG00000005057",943,814,605,403,645,661,487
"ENSMUSG00000005069",2753,2495,2016,2171,1465,2229,2285
"ENSMUSG00000005078",1626,1511,1903,2037,1713,2055,1942
"ENSMUSG00000005087",97,84,24,89,5,121,0
"ENSMUSG00000005089",22,15,1,59,0,32,45
"ENSMUSG00000005102",928,887,1136,813,1370,939,772
"ENSMUSG00000005103",21018,19511,17257,17973,17380,15828,16049
"ENSMUSG00000005107",409,401,425,843,162,410,441
"ENSMUSG00000005124",490,462,587,367,380,499,629
"ENSMUSG00000005125",24622,22954,15349,16830,18357,15157,12072
"ENSMUSG00000005131",25,32,109,198,190,317,264
"ENSMUSG00000005142",5197,4921,5544,6655,4420,4489,5170
"ENSMUSG00000005148",851,799,768,1395,1004,1341,977
"ENSMUSG00000005150",764,719,997,1036,809,758,1224
"ENSMUSG00000005161",2669,2514,3033,3938,4139,4092,4246
"ENSMUSG00000005198",4547,4298,4505,4820,2880,4069,4700
"ENSMUSG00000005202",11,7,0,0,0,0,0
"ENSMUSG00000005204",997,917,1018,1337,828,1137,1261
"ENSMUSG00000005220",268,226,207,337,310,1201,451
"ENSMUSG00000005225",1120,1069,369,531,576,493,698
"ENSMUSG00000005232",0,0,1,0,0,0,0
"ENSMUSG00000005233",268,308,110,593,361,465,721
"ENSMUSG00000005237",94,89,182,96,43,69,278
"ENSMUSG00000005251",1442,1309,606,1675,1659,1576,1614
"ENSMUSG00000005262",3867,3552,4812,3792,4499,3662,5179
"ENSMUSG00000005267",815,830,894,1157,515,582,788
"ENSMUSG00000005268",4,2,0,117,57,46,0
"ENSMUSG00000005299",6740,6228,5509,7069,6998,6403,7973
"ENSMUSG00000005312",10025,9212,8428,8931,11999,8269,9081
"ENSMUSG00000005320",164,123,32,86,371,210,269
"ENSMUSG00000005338",4,2,18,0,2,0,0
"ENSMUSG00000005339",0,0,21,15,0,0,0
"ENSMUSG00000005354",4993,4784,4695,7054,6337,6006,6372
"ENSMUSG00000005355",0,0,0,0,0,0,0
"ENSMUSG00000005357",0,0,0,0,0,0,0
"ENSMUSG00000005360",186,171,109,225,189,199,328
"ENSMUSG00000005362",2502,2355,2726,2227,2797,2028,2822
"ENSMUSG00000005364",0,0,12,0,0,7,0
"ENSMUSG00000005370",1141,1104,708,738,1733,875,623
"ENSMUSG00000005371",1479,1379,799,1268,956,1049,956
"ENSMUSG00000005373",191,181,93,241,38,75,315
"ENSMUSG00000005374",1378,1381,662,1332,951,1168,1618
"ENSMUSG00000005378",1549,1460,1557,2138,2112,1485,1906
"ENSMUSG00000005397",13517,12645,8421,6160,9238,7499,6147
"ENSMUSG00000005410",482,457,673,553,286,446,634
"ENSMUSG00000005413",1115,1098,1429,1537,1203,1302,1169
"ENSMUSG00000005417",16200,15156,12612,13109,13997,12535,15569
"ENSMUSG00000005442",1420,1304,796,901,1078,562,1034
"ENSMUSG00000005447",262,231,299,427,244,373,345
"ENSMUSG00000005465",688,734,787,646,621,543,472
"ENSMUSG00000005469",3877,3659,3479,4833,4054,3772,3992
"ENSMUSG00000005470",43,40,26,142,69,121,112
"ENSMUSG00000005474",0,0,0,0,0,0,0
"ENSMUSG00000005481",3244,3062,3331,2648,2324,2334,3167
"ENSMUSG00000005483",14704,13666,23370,34153,27759,26870,30234
"ENSMUSG00000005493",0,0,0,0,0,16,0
"ENSMUSG00000005501",1076,1011,994,1298,1475,1007,1754
"ENSMUSG00000005503",0,0,0,0,0,0,0
"ENSMUSG00000005505",357,353,419,333,444,457,616
"ENSMUSG00000005506",7235,6696,5871,6630,8035,5422,6070
"ENSMUSG00000005510",723,730,873,1153,1243,1089,1354
"ENSMUSG00000005514",9043,8379,9351,10910,7668,7159,6851
"ENSMUSG00000005533",545,523,591,548,434,378,638
"ENSMUSG00000005534",3122,2992,734,1334,1654,1341,1152
"ENSMUSG00000005540",20,17,36,140,1,95,1
"ENSMUSG00000005547",96,86,19,163,0,19,2
"ENSMUSG00000005553",6257,5674,6082,13381,5943,5765,6068
"ENSMUSG00000005566",2078,1902,2031,3415,2417,2423,2722
"ENSMUSG00000005575",2862,2612,3340,3339,3456,3903,2907
"ENSMUSG00000005580",247,237,146,282,144,150,293
"ENSMUSG00000005583",8598,8029,7426,8715,5603,5549,8417
"ENSMUSG00000005609",3062,2956,2215,3283,2200,2369,2817
"ENSMUSG00000005610",52760,49520,51160,58808,58043,45487,53469
"ENSMUSG00000005611",195,173,182,85,521,536,360
"ENSMUSG00000005615",4495,4058,4278,4940,4682,4011,4265
"ENSMUSG00000005621",4285,3981,2904,4013,2728,2824,3484
"ENSMUSG00000005625",4783,4586,4699,5665,4885,4562,5818
"ENSMUSG00000005628",3,3,60,24,15,1,75
"ENSMUSG00000005640",1352,1309,756,1631,1925,696,419
"ENSMUSG00000005649",0,0,0,0,0,0,0
"ENSMUSG00000005656",4930,4476,4006,5224,5777,4848,5755
"ENSMUSG00000005667",416,373,183,149,243,251,240
"ENSMUSG00000005672",4234,3987,2731,2444,4562,1838,2024
"ENSMUSG00000005674",298,273,299,348,533,431,560
"ENSMUSG00000005677",7,1,12,0,7,1,8
"ENSMUSG00000005681",9,11,0,16,7,39,16
"ENSMUSG00000005682",3758,3426,3031,2831,2841,1336,3006
"ENSMUSG00000005683",11164,10321,10575,12459,11403,11712,12165
"ENSMUSG00000005686",3847,3737,2554,3212,2757,2591,2571
"ENSMUSG00000005687",2481,2370,3028,3428,3143,2595,3155
"ENSMUSG00000005696",0,0,5,0,0,0,0
"ENSMUSG00000005698",4125,3823,4518,3699,4705,3267,4167
"ENSMUSG00000005699",251,190,330,225,121,359,409
"ENSMUSG00000005705",4,5,16,8,26,0,14
"ENSMUSG00000005716",151,140,160,335,464,362,235
"ENSMUSG00000005718",132,102,108,64,50,54,112
"ENSMUSG00000005732",3756,3614,3333,3626,3307,3919,3377
"ENSMUSG00000005763",146,115,404,256,155,313,221
"ENSMUSG00000005774",815,758,860,872,628,466,657
"ENSMUSG00000005779",2678,2381,3125,3608,2843,2742,2970
